material_id,elasticity.G_VRH,composition
mp-21249,54.0,Y1 Mn1 Si1
mp-2125,17.0,Te1 O2
mp-21286,62.0,Mn1 Co1 Ge1
mp-21294,26.0,Y2 In1
mp-21359,51.0,Sb1 Rh2
mp-21765,26.0,Pd17 Se15
mp-21873,54.0,Ni1 As2
mp-22150,53.0,Zr2 In1 Co2
mp-22216,19.0,In2 S3
mp-2222,25.0,Mn1 Hg1
mp-22240,79.0,Mn1 As1
mp-22418,32.0,Sr3 Sn4 Ir4
mp-22463,42.0,Ti1 In1 Ni2
mp-22508,88.0,Y1 Mn12
mp-2251,34.0,Li3 N1
mp-22522,84.0,Zr1 Cu1 Si1
mp-2254,103.0,Al2 O3
mp-22673,34.0,Mn1 In1 Cu2
mp-22793,98.0,Al1 Fe3 C1
mp-22936,37.0,Ca2 N1 Cl1
mp-22950,7.0,Cs1 Ni1 Cl3
mp-22957,21.0,Sr1 Cl1 F1
mp-22977,5.0,Cs1 V1 Cl3
mp-23034,13.0,Sr1 Zn1 Cl4
mp-23141,35.0,Sr5 P3 Br1 O12
mp-23143,23.0,Ca2 Cu1 Cl2 O2
mp-23159,13.0,Sr1 Bi3
mp-23195,24.0,Bi2 O3
mp-23237,31.0,Bi1 F3
mp-23251,7.0,K1 Br1
mp-23339,16.0,Na1 Br1 O3
mp-23485,5.0,Ag2 Hg1 I4
mp-2360,33.0,Ca1 Ge1
mp-2369,36.0,Sn1 Pd1
mp-23703,43.0,Li1 H1
mp-23711,33.0,Mg1 H2
mp-23797,11.0,Li1 H6 Cl1 O7
mp-2395,52.0,Sb3 Rh1
mp-2426,15.0,Li1 Ag1
mp-2444,63.0,Ga1 Rh1
mp-2490,52.0,Ga1 P1
mp-2507,10.0,Ga1 S1
mp-2542,156.0,Be1 O1
mp-2619,54.0,Fe1 Sb1
mp-2675,61.0,Mg1 Ni2
mp-2700,47.0,Ca1 Si2
mp-2701,189.0,Nb1 N1
mp-2726,30.0,Sr1 Cu5
mp-27319,79.0,Sc2 Co3 Si1
mp-27360,66.0,Re1 Bi1 O4
mp-27505,57.0,Fe3 Sn2
mp-27707,5.0,Rb1 Co1 Cl3
mp-279,65.0,Li1 Ir1
mp-2797,42.0,Y1 Cu5
mp-2807,63.0,Sc1 P1
mp-28254,109.0,Li1 Ru1 O2
mp-2827,46.0,Y1 Co5
mp-2828,156.0,Hf1 N1
mp-28395,190.0,B6 P1
mp-2851,47.0,V1 Sb2
mp-28711,11.0,Sb2 S2 O1
mp-28843,8.0,Tl2 Sn1 Te5
mp-29011,26.0,Bi1 Te1 Pd1
mp-29136,27.0,Sr6 Cu3 N5
mp-29398,4.0,Cs2 Hf1 I6
mp-29900,45.0,Ni1 Ge2
mp-30147,71.0,Zr1 Ti1 As1
mp-30175,36.0,Ca1 Al2 Zn2
mp-30177,78.0,Y1 Al8 Cr4
mp-30337,98.0,Al5 W1
mp-30493,57.0,Zn1 Cd1 Pt2
mp-30566,17.0,Ti2 Co1
mp-30571,7.0,Tl2 Au1
mp-30655,62.0,Ga4 Ni3
mp-30719,16.0,Mg2 Hg1
mp-30766,23.0,Li5 Sn2
mp-30785,50.0,Mn3 Pt1
mp-31349,10.0,Sr3 In1
mp-3138,9.0,Na8 Sn1 Sb4
mp-3163,90.0,Ba1 Sn1 O3
mp-3207,36.0,Sr1 Ni2 Ge2
mp-321,30.0,Rh1 Pb2
mp-33137,111.0,Tc1 O2
mp-3522,37.0,Mg1 Cu1 Sb1
mp-3574,45.0,Mn1 Al1 Cu2
mp-36086,91.0,Li3 Nb1 O4
mp-3748,80.0,Al1 Cu1 O2
mp-37906,84.0,Li1 Mg1 N1
mp-380,26.0,Zn1 Se1
mp-3803,146.0,Ta4 Al1 C3
mp-3805,129.0,Al1 Fe2 B2
mp-3813,28.0,Ba2 Zr1 S4
mp-3887,88.0,Li3 Ga1 N2
mp-3896,63.0,Y1 Si2 Ir2
mp-3917,34.0,Cd2 Ge1 O4
mp-3938,86.0,Zr1 Si1 S1
mp-4019,101.0,Ca1 Ti1 O3
mp-404,23.0,Mn1 Te1
mp-415,206.0,Ir1 N2
mp-4182,26.0,Cr1 Ag1 S2
mp-4230,82.0,Sc3 Tl1 C1
mp-4280,59.0,Ga1 Cu1 O2
mp-4355,75.0,Y1 Ti1 O3
mp-4387,88.0,Sr1 Zr1 O3
mp-4452,21.0,Cd1 Ga2 S4
mp-4471,116.0,Sc1 Al1 O3
mp-4584,11.0,Tl3 B1 O3
mp-4728,26.0,Cu2 Ge1 Se3
mp-475,59.0,Sn1 P1
mp-4820,96.0,Zr1 Si1 O4
mp-488,15.0,Cu1 Se1
mp-4964,47.0,Y1 Sb1 Pt1
mp-4990,37.0,Mn1 Sn1 Rh2
mp-4998,47.0,Sr2 Ir1 O4
mp-504,25.0,Cu1 S1
mp-5046,35.0,Be1 S1 O4
mp-504691,39.0,Li1 Mn1 P1
mp-504729,6.0,Cs2 Pd1 F6
mp-505780,84.0,Ge7 Ir3
mp-505782,10.0,Cs2 S1 O4
mp-5076,87.0,Sr1 Zr1 O3
mp-51,5.0,Li1
mp-510436,35.0,In1 Pd3
mp-5126,32.0,Zn1 S1 O4
mp-5222,39.0,Re1 Te1 S1
mp-531611,174.0,Mg1 Al2 B28
mp-540791,88.0,Si4 Rh3
mp-541289,30.0,Y2 S3
mp-541754,25.0,Ti1 Cu2 Te3
mp-5419,43.0,Li1 Ga2 Ir1
mp-545512,35.0,Ca1 O1
mp-545974,39.0,Al1 P1 O4
mp-553946,95.0,Co1 As1 S1
mp-5541,60.0,Zr1 V1 Si1
mp-555370,70.0,V1 Mo2 S4
mp-557257,34.0,K1 V1 F3
mp-557259,3.0,Mo1 F6
mp-557373,9.0,Cu2 W1 S4
mp-5589,46.0,Sr1 Mn2 P2
mp-559435,47.0,Co1 F3
mp-560767,26.0,K1 Na1 Ti1 O3
mp-5637,49.0,Sr1 Zn1 O2
mp-567191,38.0,Ca1 Al1 Si1
mp-567244,11.0,Mg2 Tl1
mp-567769,41.0,Ca1 Si2 Pd2
mp-568505,77.0,As4 C3
mp-568565,66.0,Cr1 As1
mp-568735,187.0,Si1 C1
mp-569152,4.0,Sn1 Cl2
mp-569249,68.0,Ta3 Au1
mp-569446,37.0,Ni1 Pb1
mp-569671,58.0,Zr1 Sb1
mp-569683,16.0,In1 Au3
mp-570677,18.0,Ba5 Al5 Sn1
mp-570689,27.0,Ca1 In1 Pt1
mp-570691,40.0,Ti3 Sn1
mp-570751,85.0,Nb3 Te1
mp-570791,187.0,Si1 C1
mp-570891,7.0,K1 Br1
mp-571428,86.0,Mg1 Ni3 B2
mp-571513,4.0,Rb2 Nb1 Cl6
mp-5733,47.0,Ca1 Si1 O3
mp-5778,137.0,Al1 V1 Fe2
mp-581733,48.0,Zr4 Cu1 P1
mp-603,84.0,Be2 Ag1
mp-613162,6.0,Cs1 Sn1 Se3
mp-618991,29.0,Cu2 S1
mp-625136,8.0,Cs1 H1 O1
mp-631335,38.0,Mg1 Ta1 Zn1
mp-631388,23.0,Cd1 Ir1 Ru1
mp-631473,22.0,K1 Ti2 Bi1
mp-637179,13.0,Ca3 Sn1 N1
mp-640024,55.0,Hf1 In1 Ni2
mp-6408,35.0,Zn1 Cu2 Ge1 S4
mp-641923,4.0,Cs2 Sn1 Br6
mp-642750,72.0,Na1 V2 O4
mp-643243,5.0,Cs2 H6 Pt1
mp-643989,9.0,K1 H1 C1 O2
mp-644497,12.0,Ba1 Ti1 O3
mp-661,122.0,Al1 N1
mp-670,111.0,Nb1 Co2
mp-675045,14.0,Li7 V1 P4
mp-677072,10.0,Ca1 In2 Te4
mp-680671,32.0,Mg4 Zn7
mp-684969,39.0,Sc2 S3
mp-685941,19.0,In4 Sb1 Te3
mp-690794,35.0,Sr2 H1 N1
mp-6919,37.0,Sc1 Sn1 Au1
mp-696166,7.0,Ca1 H4 Cl2 O2
mp-697044,20.0,Ba2 H6 Os1
mp-7017,91.0,Na1 Nb1 N2
mp-7041,14.0,Ca1 Hg1 O2
mp-715482,38.0,Mo1 O2
mp-7228,151.0,Re1 O2
mp-7343,19.0,Y3 Pt1
mp-7366,24.0,Sr1 Ag2 Sn2
mp-7377,20.0,Ba3 Al2 Sn2
mp-7438,17.0,K1 Zn1 Sb1
mp-753490,70.0,Ti1 Cu1 Ge1
mp-753506,36.0,Li1 Bi1 S2
mp-753669,72.0,Hf1 Mn6 Sn6
mp-753802,48.0,Sc2 Ti2 O7
mp-753826,31.0,Li1 Cu1 S1
mp-754084,11.0,Cu2 O1 F2
mp-7544,100.0,Zr1 Si1 Ru1
mp-754531,58.0,Al2 O3
mp-755018,56.0,Rb1 Ta1 O3
mp-755959,19.0,Na1 Li1 O1
mp-7589,72.0,Mg2 N1 F1
mp-760396,116.0,Ta1 Al1 O4
mp-761872,14.0,Na2 Sn2 O3
mp-7643,9.0,K2 Ag1 Sb1
mp-770649,64.0,Li5 Nb1 O5
mp-773864,47.0,Ti1 Sn1 O4
mp-774411,79.0,Li2 V1 O2
mp-7753,38.0,Mg1 Pd3
mp-776150,47.0,Sc1 Ag1 O3
mp-776490,144.0,Al2 O3
mp-78,34.0,Ge1
mp-7819,37.0,Pd4 S1
mp-7823,43.0,V2 Ni1 Se4
mp-7845,18.0,Zn3 As2
mp-7880,43.0,Sr1 Si2 Ag2
mp-7910,16.0,Al2 Hg1 Te4
mp-795,34.0,Li1 Si1
mp-7964,74.0,Y1 Al1 O3
mp-8044,149.0,V2 P1 C1
mp-8126,59.0,Y1 Cu1 Si1
mp-8132,14.0,Li1 Ti3 Se6
mp-815,77.0,Ga1 Ni3
mp-8221,84.0,Zr1 As1 Ru1
mp-827,11.0,K1 N3
mp-8399,40.0,Cs1 Cd1 F3
mp-8409,50.0,K1 Y1 O2
mp-841,50.0,Li2 O2
mp-842,59.0,Ca1 Pt2
mp-850878,54.0,Fe4 O5 F3
mp-8566,26.0,Ag1
mp-861610,146.0,Tc3 Pd1
mp-861961,83.0,Ti1 Zn1 Rh2
mp-862334,67.0,Sc2 Ir1 Rh1
mp-862620,180.0,Ir1 Ru3
mp-862684,54.0,Li1 Hf2 Os1
mp-862700,140.0,Al1 V1 Os2
mp-8628,27.0,Te4 Pt3
mp-862871,8.0,Pb1 Cl2
mp-864607,34.0,Zr1 Cd1 Pd2
mp-864770,129.0,Ta2 Mo1 Os1
mp-864920,32.0,Mg1 Zr1 Au2
mp-864938,13.0,Mg3 Tl1
mp-864952,23.0,Mg3 Ag1
mp-864954,183.0,Mg1 Mo1 N2
mp-864980,127.0,Mn1 Al1 Ru2
mp-865001,93.0,Hf1 Sc1 Os2
mp-865003,112.0,Be2 Ir1 Pd1
mp-865011,99.0,Mn2 Nb1 Al1
mp-865023,92.0,Hf1 Tc2 Sb1
mp-865026,128.0,Mn2 V1 Si1
mp-865191,99.0,Fe1 Ge1 Ru2
mp-865212,177.0,Fe3 Re1
mp-865235,91.0,Ti6 Al16 Ni7
mp-865469,80.0,Ti2 Mn1 Ru1
mp-865482,90.0,V1 Tc2 Ge1
mp-865641,41.0,Y2 Ni1 Ru1
mp-865655,96.0,Ti1 Nb1 Tc2
mp-865664,146.0,Ti1 Re2 W1
mp-865867,50.0,Li2 Y1 Tl1
mp-865869,57.0,Be2 Cu1 Pt1
mp-866132,19.0,Na2 Tl1 Sb1
mp-866134,90.0,V1 Fe3
mp-866224,65.0,Be2 Ni1 Pt1
mp-866279,18.0,Ca1 Cd1 Pd2
mp-867210,9.0,Li1 Ca2 Hg1
mp-867243,46.0,Sc2 Zn1 Os1
mp-867306,28.0,Al1 Cu1 Au2
mp-867350,19.0,Ca2 Mg1 In1
mp-867357,150.0,Tc3 Ni1
mp-867775,87.0,Al2 Ni1 Ru1
mp-867805,16.0,Li1 Ca2 Ga1
mp-8756,17.0,K1 Li1 Se1
mp-8864,97.0,Li1 Co6 P4
mp-9061,21.0,K1 Pd1 F3
mp-9172,43.0,Li4 Ti1 O4
mp-92,67.0,Si1
mp-9200,12.0,K3 Au1 O1
mp-9223,84.0,Sc1 Ge1 Ru1
mp-9264,5.0,Na1 Te1 Au1
mp-9383,116.0,Sr1 Hf1 N2
mp-950,45.0,Na1 Zn13
mp-9567,24.0,Ba1 Mg2 Sb2
mp-9586,30.0,Nb1 Sn1 S2
mp-961678,55.0,Sc1 Co1 Te1
mp-962071,38.0,Mg1 Sc1 Tl1
mp-966800,31.0,In1 P1
mp-971911,25.0,Zn1 N1
mp-972087,86.0,Zr1 H3
mp-972987,47.0,Mn3 Tl1
mp-973004,48.0,Sc1 Ru3
mp-973181,61.0,Mn3 Zn1
mp-973343,18.0,Li2 Mg1 Hg1
mp-973534,154.0,Fe1 Re1
mp-973622,5.0,K3 Sr1
mp-973983,40.0,Ni1 Pd3
mp-974061,116.0,K1 Si1 O3
mp-974335,155.0,Ru1 Rh3
mp-974417,44.0,Re3 Sb1
mp-974832,5.0,Rb3 Pb1
mp-974949,5.0,Rb3 Ir1
mp-976023,14.0,Li3 Ga1
mp-976334,18.0,Li3 Tc1
mp-976893,59.0,Ni3 Sb1
mp-977117,79.0,Na1 Te1 O3
mp-977443,89.0,Zr1 Ge1 Ru2
mp-977462,25.0,Zr1 Cd1 Au2
mp-978267,28.0,Mg2 Zn1 Rh1
mp-978268,14.0,Mg1 Zn1
mp-978275,183.0,Mg1 B7
mp-978290,29.0,Mg3 Os1
mp-978304,40.0,Mg3 Ta1
mp-978496,100.0,Si1 B4
mp-979423,37.0,Y1 Ga3
mp-980203,131.0,Ti1 Os3
mp-981749,34.0,Tc1 Ag3
mp-982885,15.0,K1 Ca1 O3
mp-984240,23.0,Cs1 Ca1 O3
mp-984699,5.0,Ba1 Sr3
mp-985439,32.0,Ba1 P1 Au1
mp-989513,48.0,Sr1 W1 N3
mp-989523,25.0,Rb2 Na1 As1 F6
mp-989550,8.0,Rb2 Tl1 In1 Cl6
mp-989573,12.0,Rb2 Br1 Cl6 F1
mp-989579,10.0,Rb2 Li1 Tl1 Cl6
mp-989695,48.0,Cu1
mp-990084,8.0,Na2 Cl1
mp-9951,82.0,Mn1 Nb1 Ge1
mp-996980,17.0,Ag1 Au1 O2
mp-997108,9.0,Rb1 Ag1 O2
mp-998196,13.0,Rb1 Cu1 Br3
mp-9983,44.0,Ta2 Se3
mp-998913,5.0,K1 O3
mp-999473,56.0,Zn1 N1
mp-999576,115.0,Mn2 Si1 Ru1
mvc-11686,34.0,Sn1 O2
mvc-11730,108.0,Y1 V1 O3
mvc-15521,27.0,Y1 Ag1 O3
mvc-15848,40.0,Mn1 Zn1 F6
mvc-15861,28.0,Mg1 W1 F6
mp-1001826,22.0,V1 N1
mp-1002188,179.0,Tc1 B1
mp-1002572,69.0,Li1 Mn1 O2
mp-1003637,72.0,Li1 Mn3 O6
mp-10037,116.0,Al1 Co3 C1
mp-1006226,16.0,Zn1 Bi1
mp-1007693,117.0,Hf1 Os3
mp-1007776,20.0,Tl1 P1
mp-1008873,34.0,Mn1 Co1 Se1
mp-1008874,67.0,Mn1 Co1 Te1
mp-1009592,66.0,Cr1 Fe1 Te1
mp-1013553,37.0,Sr3 As1 P1
mp-1013558,27.0,Ca3 Bi1 P1
mp-1016873,90.0,Ca1 Hf1 O3
mp-1016903,89.0,Cd1 Ge1 O3
mp-1017,55.0,Zr3 O1
mp-1017529,161.0,V1 Co3
mp-1017591,83.0,Ba1 Ru1 O3
mp-1018026,15.0,Li1 Ag1
mp-1018101,46.0,Al1 Co3
mp-1018149,44.0,Sc1 Cu2
mp-1018649,347.0,B1 C5
mp-1018652,11.0,K1 Cd1 Sb1
mp-1018712,57.0,Hf1 Ga4 Co1
mp-1018849,128.0,Os1 N1
mp-1019279,27.0,Sr1 Zn1 Sn1
mp-1019508,107.0,Al1 Ga3 N4
mp-10213,26.0,Y1 Ge2
mp-10214,50.0,Y2 Ge1 Rh3
mp-1021489,97.0,Ir1 O3
mp-1024067,14.0,Na2 Zn1 S2
mp-1025151,35.0,Cr2 Ni1 Se4
mp-1025161,64.0,In1 P1 Pd5
mp-1025182,38.0,V2 Fe1 Se4
mp-1025187,63.0,Cd1 P1 Pt5
mp-1025224,58.0,V1 Cr2 S4
mp-1025258,57.0,Zn1 P1 Pd5
mp-1025270,72.0,Ga1 P1 Pt5
mp-1025301,62.0,Ga1 P1 Pd5
mp-1025302,46.0,Hg1 P1 Pd5
mp-1025311,59.0,Cd1 As1 Pt5
mp-1025339,83.0,Y2 Fe2 Si2 C1
mp-1029293,43.0,Cs1 V1 N2
mp-1029338,70.0,Li1 V2 N3
mp-1029395,48.0,Li1 Cr1 N2
mp-1029616,26.0,Ba1 Ta2 N4
mp-1029640,26.0,Ba3 Os1 N3
mp-10381,8.0,K2 Cu1 Sb1
mp-1039141,33.0,Mg1 Al1
mp-1039147,24.0,Ca1 Zn1
mp-1039383,8.0,Ca1 Mg3
mp-1039385,5.0,Ca5 Mg1
mp-1039434,14.0,Mg5 Cd1
mp-1050,43.0,Ni3 S4
mp-10636,21.0,Sr1 Sb2
mp-10649,32.0,Si1
mp-10667,35.0,Sr1 Ag1 P1
mp-1068,35.0,Cu1 S2
mp-10680,17.0,Ba1 Se1
mp-10697,53.0,Sr1 Ge2 Rh2
mp-10700,59.0,Mg1 Ni3 C1
mp-10761,51.0,Fe1 Te1
mp-1077,168.0,B2 Ru1
mp-10844,48.0,Te2 Ir1
mp-10878,70.0,Ca1 Mn4 Al8
mp-10953,23.0,Sc2 Cd1 S4
mp-1114,112.0,V1 P1
mp-11181,28.0,Cs1 Mn2 P2
mp-11191,154.0,Cr1 Si2
mp-11290,26.0,Ca1 Sn3
mp-11299,13.0,Cd2 Hg1
mp-11361,30.0,Mg1 Cu1 Sn1
mp-11453,85.0,Hf1 Pd3
mp-11464,12.0,Mg1 Hg2
mp-11465,22.0,Mg5 Hg3
mp-1147,76.0,Ti3 O5
mp-11490,20.0,Li2 Zn1 Sn1
mp-11501,93.0,Mn1 Ni3
mp-11513,89.0,Nb1 Ni3
mp-11537,117.0,Nb1 Al1 Ru2
mp-11658,22.0,Cu2 Sn1 Se3
mp-11770,27.0,Co1 Cu2 Sn1 S4
mp-11818,29.0,Ba1 Zn1 Ge1
mp-11824,53.0,Ca3 P1 N1
mp-12083,214.0,Cr1 Ir3
mp-12266,33.0,Ca1 Cu1 F4
mp-12595,134.0,Mo1 Rh1
mp-12693,40.0,Mg2 Rh1
mp-12700,100.0,Nb1 Pt3
mp-12760,51.0,Zr6 Al2 Co1
mp-12769,26.0,Y1 Si2
mp-12781,64.0,Sc1 Al2 Ni1
mp-12814,11.0,Ba3 Sb1 N1
mp-12854,22.0,Zn1 Cu2 Ge1 Te4
mp-12884,36.0,Hf5 Te4
mp-12954,63.0,Cu1 B1 S2
mp-12961,22.0,Y1 Al1 Pd1
mp-13053,31.0,Sr1 Si1
mp-131,34.0,Zr1
mp-1314,32.0,Li12 Si7
mp-1339,204.0,Nb1 Ir3
mp-13434,50.0,Ca1 Mg1 Ni4
mp-13450,61.0,Hf1 Sb1
mp-13641,48.0,Ti1 Cd1 O3
mp-13852,80.0,Ge3 N4
mp-13853,114.0,P3 Ir1
mp-13900,25.0,Sr1 Cu2 O2
mp-13963,27.0,Hf1 Si1 Te1
mp-13992,6.0,Cs2 Pt3 S4
mp-140,6.0,Ga1
mp-14018,8.0,K3 As1
mp-14433,78.0,Na1 Ge2 N3
mp-14587,35.0,Zn1 P4
mp-1475,150.0,Be12 Mo1
mp-1476,51.0,Sc1 S1
mp-1509,11.0,Sn2 S3
mp-1521,55.0,Sb7 Mo3
mp-1522,125.0,Fe1 S2
mp-1558,33.0,Sr1 Pd2
mp-1570,36.0,Y1 Fe2
mp-16334,85.0,Fe3 Pd1 N1
mp-1638,37.0,Sr1 Al2
mp-16495,97.0,Al1 Cr1 Fe2
mp-16521,114.0,Al3 Os2
mp-16522,30.0,Al2 Pd1
mp-1670,72.0,Mn1 Pt1
mp-16755,11.0,Mg1 Al2 S4
mp-16775,31.0,Cd1 Cu2
mp-1682,65.0,Zr1 As1
mp-1687,25.0,Ba1 Pd2
mp-16886,22.0,Cd1 Au1
mp-16913,8.0,Ag2 Se1 O3
mp-17,115.0,Cr1
mp-17095,8.0,Cs1 Cu1 Se4
mp-1734,39.0,Ca1 Zn5
mp-1743,81.0,Mo5 As4
mp-1794,158.0,Be1 O1
mp-1883,28.0,Sn1 Te1
mp-18918,54.0,Zn1 W1 O4
mp-18919,36.0,Co1 Pd1 O2
mp-19050,69.0,Ca2 Mn1 O4
mp-19128,33.0,Co1 O1
mp-19231,14.0,Mn1 Sb2 O4
mp-19279,60.0,Li2 Mn1 O2
mp-1932,91.0,Nb3 Os1
mp-1936,97.0,Ta1 As1
mp-19413,120.0,Al1 W1 O4
mp-19814,54.0,Ni1 As2
mp-19850,89.0,Mn1 Co2 Ge1
mp-19877,39.0,Zr1 Ni2 Sn1
mp-19983,52.0,Ti1 Cu1 Sn1
mp-20049,51.0,Li1 Fe1 P1
mp-2018,74.0,Al1 Fe3
mp-20327,91.0,Ti1 P2
mp-20440,35.0,Mn1 Ni2 Sn1
mp-2052,53.0,Sc1 As1
mp-20541,102.0,V2 P1
mp-20551,58.0,Ga1 Co2 Ni1
mp-20599,18.0,Pd1 Pb2
mp-20697,54.0,Zr1 Ni1 Sb1
mp-20805,18.0,Pd1 Pb1 F4
mp-2089,10.0,Zr1 Te3
mp-20952,57.0,Ti1 Ni1 Sb1
mp-20971,58.0,Sn1 Pt3
mp-21096,35.0,Ca1 Mn1 Si1
mp-21260,54.0,Fe1 Sn1
mp-21318,16.0,Pt1 Pb2
mp-21449,117.0,Nb1 Co1 P1
mp-21505,36.0,Y1 Ag1 Pb1
mp-2168,14.0,Sn1 Se1
mp-2182,44.0,Sn1 As1
mp-21893,25.0,Mn1 Te2
mp-22270,111.0,Co1 P1
mp-22271,11.0,Cu1 As2 O4
mp-22275,41.0,Y1 Sn1 Pt1
mp-22325,20.0,P2 Pb2 O7
mp-22367,22.0,Pd1 Pb1 O2
mp-22400,20.0,Mn1 Cu2 Sn1 Se4
mp-22535,88.0,Hf1 Pb1 O3
mp-22558,40.0,Ti1 Si1
mp-22607,17.0,Zn1 In2 Se4
mp-2263,100.0,Sc1 Ir2
mp-22691,6.0,In1 Se1
mp-22895,15.0,Cu1 I1
mp-22913,12.0,Cu1 Br1
mp-2293,13.0,Mn1 Se1
mp-22939,18.0,Bi1 Cl1 O1
mp-22967,13.0,Li2 Fe1 Br4
mp-23072,11.0,Bi1 Br1 O1
mp-23152,13.0,Bi1
mp-2339,58.0,Ti3 Pt1
mp-2349,24.0,Y1 Cd3
mp-23499,6.0,K2 Sn1 Cl6
mp-23560,41.0,Ge3 Bi4 O12
mp-23704,12.0,Na1 Al1 H4
mp-23712,27.0,Mg1 H2
mp-24084,11.0,K1 H1
mp-24668,8.0,Cs1 H1 F2
mp-250,13.0,Mg2 Ge1
mp-25082,2.0,Mo1 C6 O6
mp-253,48.0,Sc1 Co2
mp-2536,100.0,Ni2 B1
mp-255,6.0,Na1 Hg1
mp-258,12.0,Zr1 V2
mp-2589,85.0,Mg1 O2
mp-27296,33.0,Zr1 Ti2 O1
mp-27393,13.0,Al1 Pd5 I2
mp-27418,16.0,K1 Au1 O2
mp-2744,33.0,Li1 Pd1
mp-27454,15.0,Ba1 Li2 Si1
mp-27488,99.0,Ta3 N5
mp-27577,18.0,Cd2 As3 I1
mp-27668,33.0,Mg2 Ga5
mp-2780,51.0,Fe3 Se4
mp-2783,112.0,Ta2 Si1
mp-28084,6.0,Rb2 Pd1 Br6
mp-28171,13.0,K3 I1 O1
mp-2824,51.0,Al1 Pd2
mp-284,118.0,Al1 Co1
mp-2853,140.0,Ga1 N1
mp-2856,85.0,Mn4 Al11
mp-29484,7.0,K4 Hg1 As2
mp-29584,8.0,K4 Be1 As2
mp-29623,17.0,Sr1 Zn1 Bi2
mp-29661,69.0,Si5 Pt6
mp-29806,4.0,Cs2 Pd1 I6
mp-29809,54.0,Ca2 Ge1 N2
mp-2988,32.0,Li2 Ga1 Rh1
mp-30301,14.0,Li1 Cl1 O4
mp-30357,10.0,Sr3 Ag2
mp-30362,14.0,Zr3 Ag1
mp-30392,35.0,Li2 In1 Au1
mp-30443,116.0,Be17 Ru3
mp-30461,23.0,Bi1 Pd2 Pb1
mp-30483,13.0,Ca1 Zn1
mp-30485,9.0,Ca3 Zn1
mp-30551,81.0,Ga1 Fe1 Co2
mp-30570,49.0,Cr1 Ga1 Fe2
mp-30580,26.0,Sr1 Ga1 Cu2
mp-30587,24.0,Mg1 In1 Cu4
mp-30656,69.0,Ti1 Ga1 Ni1
mp-30673,67.0,Ti2 Ga3
mp-30684,67.0,Zr3 Ga2
mp-30778,32.0,Mg5 Rh2
mp-30836,89.0,Ta1 Pd3
mp-30884,38.0,Y1 Zn3
mp-3102,25.0,Ta1 Cu1 S3
mp-31145,24.0,Ba1 Cu1 Bi1
mp-31184,60.0,Al1 Fe2
mp-31326,12.0,Mg2 In1
mp-3142,6.0,Ca1 N2 O6
mp-3155,120.0,Sc3 Fe1 C4
mp-316,122.0,Mn1 V1
mp-31900,41.0,Ta1 Mn2 O3
mp-3255,43.0,Sr1 Cu2 O3
mp-331,41.0,Sc1 Al1
mp-33997,92.0,Ta1 O2 F1
mp-3405,67.0,Na1 Al11 O17
mp-3441,88.0,Y1 Si2 Rh2
mp-3654,26.0,Rb1 Ca1 F3
mp-36884,48.0,Mn2 Sn1 O4
mp-37091,14.0,Sr1 Al2 Te4
mp-374,183.0,Cr1 B2
mp-3849,9.0,Tl1 Fe1 S2
mp-3988,31.0,Ba1 Cu3 O4
mp-42,59.0,Ta1
mp-432,53.0,Nb1 Ru1
mp-4382,112.0,Y1 B2 Ru3
mp-4563,83.0,Ti3 Tl1 C1
mp-473,6.0,Na3 P11
mp-4744,40.0,Ca1 Ni2 As2
mp-4823,20.0,Na2 Pd1 C2
mp-485,70.0,Zr1 Ni3
mp-4901,17.0,Y2 Mg1 Cu2
mp-4913,28.0,Li1 Ga2 Rh1
mp-4955,98.0,Al1 V1 Co2
mp-504974,42.0,Fe2 Mo3 O8
mp-510625,58.0,Cr1 Cu1 O2
mp-5238,36.0,Ga1 Cu1 S2
mp-527,13.0,Ba1 Cd1
mp-5409,64.0,Y4 Al2 O9
mp-541899,9.0,Cs1 Cd1 Br3
mp-543001,62.0,Zr5 Sn4
mp-544,13.0,Ti3 Ir1
mp-546500,8.0,Na1 C1 N1 O1
mp-5478,37.0,Tl1 Pd3 O4
mp-553432,14.0,Ti1 O2
mp-554212,22.0,Tl2 Ni3 S2
mp-554462,88.0,Ti1 S1
mp-555576,11.0,K1 Na1 S2 O7
mp-556,35.0,Zr1 Ni1
mp-556076,45.0,Sr2 Co2 O5
mp-556242,51.0,Y1 F3
mp-558078,31.0,Rb2 Na1 Fe1 F6
mp-5590,48.0,Y1 Mg1 Ga1
mp-559612,18.0,K1 Li1 O1
mp-561511,117.0,Fe1 As1 S1
mp-561894,64.0,Ba2 Co1 Mo1 O6
mp-5671,45.0,Sr1 Co2 P2
mp-567220,70.0,Hf2 Sb1 P1
mp-567510,18.0,Ba1 Sn2
mp-567652,9.0,Cs2 Li1 Y1 Cl6
mp-567657,13.0,K1 Cu2 Se2
mp-567666,12.0,Ba3 Bi1 N1
mp-568137,10.0,Cs3 Mg2 Cl7
mp-568280,27.0,Ba1 Ni2 As2
mp-568346,18.0,Hf1 Br1 N1
mp-568430,30.0,Ba1 Rh2
mp-568436,38.0,Sr7 Ge1 N6
mp-568598,9.0,Cu2 Hg1 I4
mp-568695,26.0,Ca1 Cd1 Sn1
mp-568696,187.0,Si1 C1
mp-568748,40.0,Fe2 B1
mp-568961,42.0,Ba1 Fe2 As2
