material_id,composition
mp-4117,Li2 Si2 O5
mp-4233,K1 Mn1 Sb1
mp-4248,Y1 Co1 C2
mp-4391,Mg1 Si1 O3
mp-4481,Ca2 Si1 O4
mp-4653,Y1 Si2 Ir2
mp-4661,Sc1 O1 F1
mp-4666,Cd1 Si1 P2
mp-4673,Sr1 Hf1 O3
mp-4756,Zn1 Sn1 Sb2
mp-4864,Ca1 Mg1 Sn1
mp-4997,Zr1 Ge1 S1
mp-5042,Y1 Ti1 Ge1
mp-504708,Cs1 Co1 Cl3
mp-505297,Nb1 Sb1 Ru1
mp-510430,Li13 In3
mp-5157,Ca1 P2 Ru2
mp-5259,Rb1 Al1 F4
mp-5339,Cs1 Na1 Te1
mp-541837,Bi2 Se3
mp-55,Sn1
mp-551,Ba1 Al2
mp-554678,Ca1 Ge2 O5
mp-554973,Tl1 Cu1 F3
mp-555434,As2 O5
mp-555464,K1 Rb2 Ni1 F6
mp-556034,C1 O2
mp-558059,Li1 Mn1 F4
mp-558137,Al1 B1 Pb1 O4
mp-559044,Cu1 C1 S1 N1
mp-559092,Sc1 F3
mp-560671,Rb2 Na1 V1 F6
mp-561412,Ca1 C1 O3
mp-562,Sb2 Pt1
mp-5639,Mg2 Si1 O4
mp-565,Sn2 Rh1
mp-567462,Sc3 Rh1 C4
mp-567504,Cr1 Cl3
mp-567505,Si1 C1
mp-567540,Ga1
mp-567907,P3 N5
mp-567982,Ta1 Sn2
mp-568286,C1
mp-568516,K3 Bi1
mp-568991,Hf2 Al4 C5
mp-568992,Zr1 Ir1
mp-569125,Mg3 In1
mp-569128,Si1 B3
mp-569167,Nb4 N3
mp-569833,Zr2 Ga1
mp-570097,Sr1 Li4 P2
mp-570150,Ca1 Al1 Si1
mp-570198,Ba1 Zn2 As2
mp-570698,V3 Au1
mp-570935,Li1 I1
mp-571342,Ti1 Ga2
mp-600125,Hf1 In1 Cu2
mp-602,Te2 Mo1
mp-621131,Ti3 Ag1
mp-625150,Sc1 H1 O2
mp-625487,Zn1 H2 O2
mp-625998,Li1 H1 O1
mp-626680,Fe1 H2 O2
mp-631383,Mn1 Cr1 Re1
mp-634381,V2 Zn2 O7
mp-6353,Y2 Si4 C1 N6
mp-637575,Al1 Cr3 B4
mp-640708,Fe1 Ge2
mp-644278,Y2 H2 C1
mp-6560,K1 S1 O2 F1
mp-6628,Cs1 Cd1 N3 O6
mp-669347,K1 Cu1 F3
mp-672259,Al1 Fe2 Mo1
mp-675902,Y1 Cu1 Se2
mp-676058,V3 Ni1 S6
mp-676518,In3 Sb1 Te2
mp-6766,Ca1 Mg1 Si2 O6
mp-684679,Sb6 O13
mp-6879,Ba2 Ca1 Cu2 Hg1 O6
mp-690542,Li4 W1 O5
mp-690785,Na2 H6 Pt1
mp-6926,Ca1 P2 Pd2
mp-697126,Ca4 H12 Rh3
mp-6973,Cs1 Na1 S1
mp-714885,V1 O1
mp-718,Sn1 Pd3
mp-7365,Sr1 Si2 Au2
mp-7376,Sr3 Al2 Sn2
mp-7430,Ca1 Cd2 Sb2
mp-7463,Cu3 P1
mp-752463,Nb1 N1 O1
mp-752685,Zr1 Bi1 O4
mp-752881,Li2 Cu1 S2
mp-753495,Sb3 O7 F1
mp-753848,Li1 Cu3 O3
mp-754010,Zn1 Cu2 O3
mp-754322,Sr2 Cu1 O4
mp-754701,Ca1 Ti1 O3
mp-754978,Cd1 Cu2 O3
mp-755263,Cr1 S2
mp-755453,Mn1 P4
mp-7557,Nb5 Si1 Sn2
mp-755769,Zr1 O2
mp-759877,Li4 Cu1 F7
mp-761556,Mn1 Co1 O4
mp-761574,Co1 Sn1 O3
mp-761716,Mn1 Fe2 O3
mp-762391,Li2 Ni3 O6
mp-763353,Fe4 O5 F3
mp-7655,Ba1 Si2
mp-767409,Li5 Sb1 S1
mp-770618,Mg1 Mn1 O3
mp-775127,Li4 Fe3 O8
mp-776475,Al2 O3
mp-781625,Ba1 Os1 O3
mp-7829,Mn1 Nb1 Si1
mp-7849,Al1 As1 O4
mp-7876,Ba1 Mg2 Ge2
mp-7915,Zr1 Si1 O1
mp-7922,Ca1 Pd1 F6
mp-81,Au1
mp-810,Ni1 Sb1
mp-8298,Sr4 P2 O1
mp-8300,Ba4 As2 O1
mp-8372,Ca1 Si2
mp-8397,Cs1 Sr1 F3
mp-8431,Ca1 B2 Rh2
mp-8432,Ca1 Cu1 P1
mp-8462,Hf3 Al2
mp-861637,Ti2 Al1 Tc1
mp-861935,Ca1 Sn1 Rh2
mp-8621,K2 Pt1 Se2
mp-862371,Sc2 Ru1 Pt1
mp-862376,Sc2 Cu1 Tc1
mp-862553,Sc2 Be1 Ru1
mp-862601,Rh1 I2
mp-862632,Li1 Ca2 Al1
mp-862664,Rb2 Zr2 O5
mp-862694,Al2 Ir1 Rh1
mp-862699,Sc1 Ta1 Os2
mp-862704,Sc1 Zn2 Pt1
mp-862723,Sc1 Tc2 Mo1
mp-862775,Li1 In1 Rh2
mp-8642,Re1
mp-864614,Li1 Mg2 Pt1
mp-864764,Ta2 Fe1 Os1
mp-864765,Na3 Hf1 F8
mp-864788,Nb1 In1 Ru2
mp-864919,Mg1 Ti1 Rh2
mp-864989,Mn2 Al1 Re1
mp-865043,Mg1 In1 Pd2
mp-865050,Hf1 Mg1 Rh2
mp-865131,Hf2 Os1 Rh1
mp-865145,Na1 Tl2 Bi1
mp-865165,Hf1 Sc1 Co2
mp-865504,Y1 Al1 Ag2
mp-865600,Y2 Ir1 Pd1
mp-865602,Y2 Mg1 Al1
mp-865615,Ga1 Si1 Ru2
mp-865653,Ti1 Nb1 Re2
mp-865680,Ti1 Si1 Os2
mp-865717,Ti2 Re1 Ir1
mp-865793,Li1 Sc2 Rh1
mp-865803,Ti2 Mo1 Pt1
mp-865876,Ti2 Tc1 Os1
mp-865921,Mg1 Al1 Ir2
mp-865936,Li1 Sc2 Tc1
mp-865966,Be1 Al1 Ir2
mp-865986,Li2 Ca1 Ge1
mp-866022,Cd1 Pt3
mp-866046,Ti3 In1
mp-866069,Mg1 Sc1 Rh2
mp-866173,Y2 Ru1 Rh1
mp-866194,Li2 Mg1 Cd1
mp-866213,Ti1 Tc2 Mo1
mp-866314,Ca5 Al2 Si2 N8
mp-867149,Sr2 Cd1 Sn1
mp-867280,Be2 Ir1 Pt1
mp-867748,Sc1 Sn1 Ru2
mp-867756,Sc2 Cu1 Au1
mp-867810,Li1 Y1 Hg2
mp-867822,Li1 Y1 Au2
mp-867846,Ta1 Ti1 Re2
mp-867849,Ca2 Tl1 Cd1
mp-8789,Ca4 As2 O1
mp-8818,Ca2 Zn1 N2
mp-893,Zr1 Si1
mp-8973,Na1 Si2 N3
mp-9125,Ca1 Sb2 O6
mp-915,Y1 Cd1
mp-9225,Sc1 Si1 Pt1
mp-9247,Ba1 Cu2 As2
mp-9306,Sr2 Zn1 N2
mp-934,Li1 Tl1
mp-9437,Nb1 Fe1 Sb1
mp-9463,Zr1 Ge1 Sb1
mp-9517,Sr1 Ti1 N2
mp-952,Mo1 Pt2
mp-9578,Ba3 Al2 Si2
mp-961716,V1 Sn1 Pt1
mp-962065,Sr1 Ca1 Sn1
mp-971631,Ga1 P1
mp-971661,Si1
mp-971712,Zn1 Cd1 S2
mp-9719,Na2 Li1 Al1 P2
mp-972220,Ti1 Pt3
mp-972396,Ti2 Mn1 Re1
mp-972882,Sc2 Cd1 Ag1
mp-973092,Sc1 Cu3
mp-973935,Os1 N2
mp-973979,Li1 Fe1 Pd2
mp-975322,Rb1 Fe1 O3
mp-975383,Rb1 Ca3
mp-975425,Rb1 As1 O3
mp-976017,Li3 Co1
mp-976082,Mn2 Ga1 W1
mp-976261,Na1 Ca2 In1
mp-976446,Mg1 Mn1 O3
mp-976870,Na1 Ni3
mp-977012,H6 Pb1 C1 Br3 N1
mp-977138,Na1 Tc3
mp-977362,Zn1 Ga1 Rh2
mp-977418,Li1 Mg1 Au2
mp-977430,Mg1 Nb1 Ru2
mp-977586,Mg1 Sc2 In1
mp-978273,Mg3 Cd1
mp-978280,Mg3 Ga1
mp-978294,Mg3 Sn1
mp-983459,Hf1 Zr1
mp-983509,Na3 Cd1
mp-984744,Ca3 Tl1
mp-985805,Al1 Ag2
mp-9872,K4 Be1 P2
mp-988,Si3 N4
mp-9888,Ir3 Se8
mp-989585,Cs2 K1 Pb1 F6
mp-989608,Cs2 Na1 As1 Cl6
mp-9926,Sr1 Rh1 F6
mp-9935,Ge1 Sb1
mp-996990,Ba1 Ag1 O2
mp-998307,Cs1 Pd1 Br3
mp-998344,Cs1 Ag1 Br3
mp-998964,Ti1 Ga1 Fe1 Co1
mp-999054,Ti2 Ga1 Co1
mp-999079,Ti2 Al1 Cu1
mp-999204,Sc1 Al3
mvc-13133,Cu2 Sn1 Se4
mvc-14201,Ca3 Sn2 O7
mvc-14629,Mg2 Mn1 N2
mvc-15694,Ca1 Sb1 F6
mvc-15835,Zn1 W1 F6
mvc-3672,Ca3 Fe2 O7
mvc-3988,Ca2 Fe2 O5
mvc-5096,W1 O3
mp-1001786,Li1 Sc1 S2
mp-1002222,Tl1 N1
mp-10026,Sc1 Te1
mp-10044,B1 As1
mp-10076,Hf3 Ni4 Ge4
mp-1008279,Co3 Mo1
mp-1008527,B2 C1 N1
mp-1008554,Al3 V1
mp-1008568,Zr1 Ti2
mp-1008903,Mg1 Ag1 Sb1
mp-1009217,Mn1 Sb1
mp-1009657,Ca1 N2
mp-1009818,C1 N2
mp-1013642,Ca3 As1 P1
mp-1013708,Ba3 Sb1 N1
mp-1014251,Hf1 Zn1 N2
mp-1014261,Ir1 O2
mp-1014993,Cr1 N2
mp-1016871,Zr1 Hg1 O3
mp-1017509,Mg1 Ni1 H2
mp-1017549,Ca1 B2 H2
mp-10180,Li2 Sb1 Pd1
mp-1018060,Ga1 Co2 Ni1
mp-1018083,Cr1 Cd1 Te2
mp-1018107,Zr1 Te2
mp-1018140,Mg1 Ni1
mp-10182,Li1 Zn1 P1
mp-1018656,Ca2 H3 Br1
mp-1018804,Mn1 S2
mp-1019551,Ba1 Na2 Mg1 P2 O8
mp-10196,Ta2 N1
mp-10200,Zr1 Be1 Si1
mp-1023125,Mg1 Cu1 O2
mp-1025293,In1 As1 Pd5
mp-1025321,Rb2 Cr1 Br2 Cl2
mp-1025448,Y1 Pt1
mp-1025550,Ti2 Ga1 N1
mp-1027,Hf1 Rh3
mp-1029359,Ca1 Hf1 N2
mp-1029784,Rb2 C1 N2
mp-1029834,Hf1 Mg1 N2
mp-10343,Sc2 B1 C2
mp-10379,Hf3 Cu4 Ge2
mp-10527,Y2 Al1 Si2
mp-10597,Ag1
mp-10632,Tl1 S1
mp-10670,Ca3 Al2 Ge2
mp-1069,Hf1 Si2
mp-10695,Zn1 S1
mp-10759,Ge1 Se1
mp-10762,Cd3 As2
mp-1084,Zr1 B12
mp-10849,As1 Pd1 Se1
mp-10896,Y1 Mn4 Al8
mp-10904,Al1 Pt1
mp-10908,Al1 Re1
mp-11228,Y1 Al1
mp-1123,Hg1 S1
mp-11251,Mg3 Au1
mp-11252,Mn1 Au2
mp-11288,Ca3 Hg2
mp-1132,Cd1 O1
mp-11385,Y1 Fe5
mp-11390,Li1 Ga1 Si1
mp-11455,Hf1 Pt1
mp-11460,Hf1 Tc1
mp-11486,Y2 Al9 Co3
mp-11504,Mn1 Zn3
mp-11644,Li2 Ca1
mp-11819,Ba1 Sn1 Hg1
mp-11917,Mg1 Be2 N2
mp-12071,Ti3 As1
mp-12277,Ca1 Ag1 P1
mp-12521,Sr1 Ni3 Ge2
mp-12581,Cd1 Te1
mp-12608,Cu1 Pt7
mp-12623,Ba1 Pd1 F4
mp-1279,Ta1 N1
mp-128,Ge1
mp-12855,Cu2 Hg1 Ge1 Se4
mp-129,Mo1
mp-12910,Ge1 S1
mp-13082,Mn2 Co1 Si1
mp-13108,Sr1 Hf1 O3
mp-13138,Cu3 Sn1
mp-13154,Fe3 C1
mp-13156,Hf1 Ag1
mp-13171,Y1 Mg1 Cu1
mp-13314,Sc1 Tl1 Te2
mp-13463,Fe1 Ni1 Pt2
mp-1356,Sb2 Pd1
mp-13583,Sc2 Si2 Ru1
mp-13829,Tl1 Cu3 S2
mp-14039,K2 Na1 Rh1 F6
mp-1404,Cd1 Au1
mp-1416,Nb1 F4
mp-14549,Cu1 O1
mp-14791,Ge2 Te5 As2
mp-15053,Y1 Pd2 O4
mp-1526,Ti1 Hg1
mp-15297,Hf6 Ni1 Sb2
mp-1539,Zr1 Te1
mp-16336,Zr2 Fe3 Si1
mp-16496,Al1 Cu2 Re2
mp-16735,Cr1 In1 Co2
mp-16828,Li3 B7 O12
mp-1699,Al1 Cr2
mp-1811,Hg1 Te1
mp-1819,Sb1 O2
mp-1841,Si1 Ir3
mp-18721,Mn2 P2 O7
mp-1873,Zn1 F2
mp-18750,Mn1 Fe2 O4
mp-18906,Cr1 P1 O4
mp-18939,Li1 Co1 C4 O4
mp-18946,V1 B1 O3
mp-19019,Ni1 Mo1 O4
mp-19198,Co1 S1 O4
mp-1934,Li1 Zn1
mp-19376,Ti1 Mn1 O3
mp-19418,V1 Cr1 O4
mp-19421,Fe1 W1 O4
mp-19728,Y1 Si1 Rh1
mp-19747,Ni3 Pb2 Se2
mp-19789,Mn1 B2 W2
mp-19817,Y3 In1 C1
mp-19880,Fe1 Te2
mp-1994,Hf1 B2
mp-19940,V1 As1
mp-2,Pd1
mp-20145,Ti1 Ga1 Co2
mp-20158,Pb1 O2
mp-20180,Mn3 Ge1 C1
mp-20237,Co1 Ni1 Sn1
mp-2030,Ru1 S2
mp-20557,Y1 Si1 Ni1
mp-20567,Li1 Ga2 Ru1
mp-20612,Na1 Mn1 As1
mp-20711,Fe3 Ge1
mp-20740,Tl4 Te3 Pb1
mp-20793,Ga2 Fe1 S4
mp-2083,Sn2 Ir1
mp-20868,Fe2 W1
mp-20937,Cr3 C2
mp-21078,Fe3 Ge1
mp-21124,Sr1 In4 Pt1
mp-21164,Sr1 Ge1 Pt1
mp-2118,Rh1 N3
mp-21321,Mn1 Se2
mp-21336,Ta1 Fe1 P1
mp-21469,V1 Co2 Sn1
mp-21894,Li1 Sn4 Ir1
mp-2194,Ti1 Se2
mp-22152,Na1 Fe1 As1
mp-22255,Rb1 In1 Te2
mp-22260,Y1 Mn6 Sn6
mp-226,Fe1 S2
mp-22633,Pb3 O4
mp-22682,In2 Pt1
mp-22864,Bi2 Pt1
mp-22875,Tl1 Br1
mp-22898,K1 I1
mp-22937,Na4 I2 O1
mp-22992,Ti1 Cl1 O1
mp-23089,Sr1 Ta2 Bi2 O9
mp-23121,Sr5 P3 Cl1 O12
mp-23188,In2 Bi1
mp-23259,Li1 Br1
mp-23295,Rb1 Cl1
mp-23297,Br1 F3
mp-23533,K2 Os1 Cl6
mp-23562,K1 I1 O4
mp-23709,Mg1 Al2 H8
mp-23736,Li1 Mg1 H3
mp-24082,Ta2 H1
mp-2450,Ca1 Sn1
mp-24722,H1 Rh1
mp-2474,Y1 Ag1
mp-2512,As1 Pd5
mp-2534,Ga1 As1
mp-2574,Zr1 O2
mp-2643,Ti3 Cu4
mp-2676,Ta1 Be2
mp-2677,Sc1 Pd3
mp-2695,Sb2 Os1
mp-27176,Na1 Mn1 Cl3
mp-2723,Ir1 O2
mp-27421,Rb1 Bi1 F6
mp-27660,Ba1 Fe2 S4
mp-27726,S1 O2
mp-27831,Rb2 Zr1 Cl6
mp-27865,K1 Mg1 Cl3
mp-27953,Mo2 N1
mp-28006,Ca1 Cu4 As2
mp-282,Ti1 F2
mp-28232,Mg1 Ti2 O5
mp-28273,K3 Cu1 O2
mp-2845,Sb1 Pt1
mp-2850,B2 Os1
mp-28549,Li8 Si1 O6
mp-28614,Na1 B1 Pt3
mp-28897,B1 Ir1 Pd1
mp-2894,Sc1 Sn1 Au1
mp-28995,Cu4 Si1 P8
mp-29658,Zr1 Ni1 H3
mp-29674,Al2 B2 Ru3
mp-2987,Li2 Mg1 Tl1
mp-30180,Al4 Mo1
mp-30338,Y3 Al1
mp-30355,Sr1 Ag1
mp-30418,Sn1 Au5
mp-30423,V1 Au2
mp-30438,Be2 Cr1
mp-30490,Mg3 Cd1
mp-3050,Y3 Al5 O12
mp-30572,Hf2 Ga1
mp-30738,Li1 Ir3
mp-30758,Li2 Mg1 Pb1
mp-30846,Sn3 Pt2
mp-30847,Ti1 Sn1 Pt1
mp-31059,Ba1 Al2 Ge2
mp-31144,Rb3 Au7
mp-31209,Ca1 Be2 Ge2
mp-31339,Sc1 In1 Pd2
mp-31454,Ta1 Sb1 Ru1
mp-3159,Al2 Cd1 Se4
mp-32780,Au1 Cl1
mp-32887,Hf1 Te2
mp-3315,Ca1 Pd3 O4
mp-3363,Sc2 Ni2 Sn1
mp-3378,Sr1 Hf1 O3
mp-3432,Sc1 Ni1 Sb1
mp-3464,Fe1 Si1 Ru2
mp-350,Zr5 Te4
mp-3527,Na3 Ag1 O2
mp-3614,K1 Ta1 O3
mp-3618,Sc2 Fe1 Si2
mp-3650,Hf1 Cu2 Te3
mp-3668,Cd1 Ge1 P2
mp-3700,Li1 Y1 F4
mp-37514,Sr1 Cu1 O2
mp-384,Mg1 P4
mp-38605,Sn1 Bi2 Te4
mp-39681,Na1 Ti2 Bi1 O6
mp-40204,K1 Zr1 Tl2 O1 F5
mp-4138,Rb2 C1 O3
mp-4243,Ca1 Ir1 O3
mp-446,Cr3 Pt1
mp-4662,Sc1 O1 F1
mp-487,Mn1 P4
mp-4883,Ba1 Fe2 P2
mp-4938,Sc1 Co3 B2
mp-4961,Na2 Hg1 O2
mp-5048,Li1 Ga1 Te2
mp-504935,K2 Pb1 O3
mp-505599,V1 Ni1 Sb1
mp-505825,Cs2 Pt1 C2
mp-510347,In5 S5 Br1
mp-510589,Mn1 Cu1 O2
mp-5285,Sr1 S1 O4
mp-5373,Y2 Ti2 O7
mp-5388,Zn1 Sb2 O4
mp-541753,Cs2 W1 Br6
mp-549158,In1 Cu1 O2
mp-550,Al12 Mo1
mp-550172,Sn1 O2
mp-550433,Be1 Zn1 O2
mp-5513,Tl3 V1 S4
mp-551886,Na4 C1 O4
mp-552098,Bi2 Se1 O2
mp-554144,K3 Mn2 F7
mp-554822,Cs1 Sb1 P2 O8
mp-555763,Zn1 S1
mp-556094,Ag1 Bi1 S1 Cl2
mp-556742,Ga1 S1
mp-557,Te1 O2
mp-559,Y1 Pd3
mp-559264,Bi2 Pd1 O4
mp-559598,Li1 Sc1 F4
mp-559691,Ca2 Al2 Si1 O7
mp-560553,Ir1 F6
mp-561033,Cs1 Cu5 S3
mp-561067,K1 Rb2 Fe1 F6
mp-5652,Y2 Si2 O7
mp-567597,Bi1
mp-567841,Be3 P2
mp-567871,Nb5 Si3
mp-568384,Sc1 B2
mp-568398,Ca1 Bi1 Au1
mp-568536,Ba1 I2
mp-568544,Cs1 Cd1 Cl3
mp-568718,Hf1 Al3
mp-569066,Cs2 Pd1 I6
mp-569103,Mg3 Hg1
mp-569149,K2 Te1 Cl6
mp-569331,Li1 Sn6 Pd2
mp-569366,Nb3 Tl1
mp-569376,Fe1 B2
mp-569522,Mn1 P4
mp-569775,Zr1 Al3
mp-570081,Cu1 I1
mp-570112,Cr3 C2
mp-570197,Bi2 Pd1
mp-570845,Zn1 Ga3 Ni3
mp-570998,Na1 Li2 N1
mp-578,Ga1 Ag2
mp-581786,Cu3 Sn1
mp-5862,Cr1 Cu1 S2
mp-5869,Ca2 Cu1 O3
mp-5910,Ca1 Cu1 Sb1
mp-5918,Hf2 Ni1 P1
mp-5921,Ta1 Al1 Ni2
mp-600428,Mn3 Sn2
mp-603719,Al1 P1 O4
mp-607371,Ru1 N2
mp-6270,Ba2 Li1 Re1 O6
mp-631305,Ga2 W1 Se1
mp-631412,Nb1 Ru2 Cl1
mp-631420,Ca1 Re2 Si1
mp-643002,Mg2 H6 Os1
mp-644136,Li2 H2 Pt1
mp-644389,Li2 H2 Pd1
mp-644481,Sc1 O1
mp-644751,B1 N1
mp-647,Nb1 S1
mp-6606,Sr1 Y1 Si4 N7
mp-6633,Na1 C1 S1 N1
mp-672254,Ca1 Pd1 Pb1
mp-672340,Li1 In2 Ru1
mp-673174,Fe8 N3
mp-675880,Cu2 Sn1 Te3
mp-684031,Mg3 Ti2 Al18
mp-6931,Sr1 Al2 Si2
mp-6969,Sc1 Cu2 Si2
mp-7188,Al2 Os1
mp-7192,Sc2 Sb1
mp-7232,Cs2 Hg1 O2
mp-731,Mg3 Hg1
mp-7349,Ba1 B2 Rh2
mp-7352,Mg1 Cu1 P1
mp-738,Sb2 Au1
mp-7473,Li1 Cu2 Si1
mp-75,Nb1
mp-752496,Ti1 O1 F1
mp-753304,Hg1
mp-753629,Zr2 O1
mp-753890,Ni2 H1
mp-754086,Li2 Cu1 S2
mp-754363,Ba2 Hf1 O4
mp-754629,W1 N2
mp-754671,Y1 Sc1 O2
mp-756088,Sr1 Ta1 N1 O2
mp-756095,Na1 Cu3 O4
mp-756597,Li2 Hf1 O3
mp-756638,Nb1 Rh1 O4
mp-763051,Li2 V1 O2 F1
mp-764744,V2 O1 F5
mp-7667,K2 S3
mp-769096,Mn1 P4
mp-771199,V3 Fe1 O8
mp-7748,Na1 Al1 O2
mp-774922,Ti3 Te1 O8
mp-775808,Mg1 O1
mp-7761,Sb1
mp-776952,Na2 O1
mp-777479,V1 O2
mp-784631,Cr1 Ni2
mp-7903,Cs2 Zr1 F6
mp-7942,Na1 Ti1 S2
mp-7955,Li3 Sb1
mp-7956,Na3 Sb1
mp-8,Re1
mp-8001,Li1 Al1 O2
mp-8102,W3 N4
mp-820,Hg1 Se1
mp-825,Ru1 O2
mp-8256,Zn1 Pt1 F6
mp-8290,Ba1 Sn1 F6
mp-8299,Sr4 As2 O1
mp-8370,Ni3 Ge1 C1
mp-8402,Rb1 Mg1 F3
mp-8414,K2 Hf1 F6
mp-8484,Zn1 O2
mp-849388,V2 O3 F1
mp-849459,Li2 Fe1 O2 F1
mp-861656,Ti2 Cr1 Ir1
mp-861882,Li1 Ge1 Ir2
mp-861909,Cd1 Ga1 Rh2
mp-861936,Li1 Pd3
mp-8622,Rb2 Pt1 Se2
mp-862258,Sc2 Zn1 Pt1
mp-862260,Sc1 Zn3
mp-862369,Sc2 Ir1 Ru1
mp-862486,Sc2 Al1 Os1
mp-862563,Sc2 Be1 Tc1
mp-862631,Ba2 Sb1 Au1
mp-862706,Be1 Co2 Ge1
mp-862712,Sc2 Co1 Ir1
mp-863690,Ti2 Mn1 Co1
mp-864601,Li1 Mg2 Rh1
mp-864623,Zn1 Cu1 Au2
mp-864640,Ta2 Nb1 Ir1
mp-864651,Ta2 Nb1 Ru1
mp-864895,Be2 Ni1 Rh1
mp-864916,Hf2 Tc1 Rh1
mp-864921,Mg1 Zr1 Ir2
mp-864950,Mn1 Al1 Ir2
mp-865022,Mn1 Ir3
mp-865044,Mg1 In1 Ir2
mp-865094,Hf1 Nb1 Tc2
mp-865125,Mg1 Ga1 Rh2
mp-865280,Nb1 Al1 Fe2
mp-865308,Be2 Cu1 Rh1
mp-865382,V3 Ru1
mp-865462,Mn1 V2 Os1
mp-865465,V1 Co2 Ge1
mp-865494,V2 Cr1 Ru1
mp-865522,Y1 Cd1 Au2
mp-865591,Ti2 Ni1 Mo1
mp-865640,Ti1 Ge1 Ru2
mp-865779,Ga2 Co1 Ru1
mp-865878,Ti2 Tc1 Ni1
mp-865879,Li2 Ag1 Au1
mp-866001,Al1 V1 Ru2
mp-866031,Al2 Fe1 Ir1
mp-866037,Ga1 Ni1 Rh2
mp-866164,Y1 Mg1 Hg2
mp-866218,Ti2 Mn1 Rh1
mp-866288,Be1 V1 Co2
mp-867137,Sc1 V1 Ru2
mp-867167,Li1 Ca2 Tl1
mp-867233,Sc2 Zn1 Ir1
mp-867292,Ga2 Ru1 Rh1
mp-867317,Cu3 Si1
mp-867792,Re1 Ir3
mp-867829,Li1 V1 Rh2
mp-867878,Al1 Fe2 Si1
mp-867909,Sc1 Cd1 Rh2
mp-8765,Na2 Co1 S2
mp-8874,Li1 Si1 B1 O4
mp-891,Ta1 Ni3
mp-8962,Rb2 Hg1 F4
mp-9025,Y1 Si1 Au1
mp-9321,Ba2 Hf1 S4
mp-9325,Sr3 Mn1 N3
mp-9339,Nb1 P1
mp-9350,Sc1 Ge1 Au1
mp-94,Cd1
mp-9579,Al1 Tl1 Se2
mp-961649,Zr1 Fe1 Te1
mp-961698,Li1 Zn1 P1
mp-971738,Zn1 Cu1 Ni2
mp-971752,Zn1 Cr3
mp-972042,Zn3 Cu1
mp-972069,Ti3 Ga1
mp-972326,Tc1 Pt3
mp-972828,Cu3 Si1
mp-972907,Sc2 Al1 Ag1
mp-972966,Sc2 Os1 Au1
mp-974326,Os1 Ru3
mp-974341,Ru1 Rh3
mp-974415,Re3 Pb1
mp-974435,Re3 N1
mp-974584,Re1 Au3
mp-975028,Rb3 Cd1
mp-975106,Rb2 Bi2 O5
mp-975138,Rb1 W1 O3
mp-976322,Li3 Pt1
mp-9768,Ba1 Sb2 Pd1
mp-976847,Ni3 Sb1
mp-977107,Na1 Ru1 O3
mp-977380,Li1 Mg2 Pd1
mp-977399,Li1 Mg1 Pd2
mp-977425,Ta2 Cr1 Ru1
mp-977566,Mg1 Sc1 Pd2
mp-978952,Sn1 Pb1 O3
mp-979751,Ta1 Ti1 Fe2
mp-981103,Sr3 Cd1 O4
mp-981210,Tl3 V1
mp-981539,Hf2 Ir1 Pd1
mp-983430,Hf1 Zn1 Pt2
mp-983565,Cu1 B1 Se2
mp-984,B1 N1
mp-988939,Al1 As1
mp-989404,Ca6 In2 N1 F1
mp-989536,Cs2 Li1 N1 F6
mp-989570,Cs2 Ca1 Sn1 Cl6
mp-989578,Rb2 Na1 In1 F6
mp-990076,P2 O5
mp-991,W1 N1
mp-996,Os1 O2
mp-996975,Cu1 Ag1 O2
mp-997034,Ba1 Cu1 O2
mp-997085,Sr1 Ag1 O2
mp-9988,Nb2 C1 S1
mp-999053,Ti2 Ga1 Ni1
mp-999067,Ti2 Co1 Ge1
mp-999355,Nb1 N1
mp-999377,Nb1 C1
mvc-4607,Mo2 O5
mp-10009,Ga1 Te1
mp-1001023,Be1 C2
mp-1002069,Na1 Li1 I1 Cl1
mp-1007760,Ge1
mp-1007821,Ga1 Co2 Ni1
mp-1008280,Cr1 Co3
mp-1008374,C1
mp-1008610,Au1 N1
mp-1008635,W1 C1
mp-1009540,Os1 C1
mp-1009696,Rh1 C1
mp-1009731,Re1 C1
mp-1009756,Ca2 Pb1
mp-1009813,Si1 Sn1
mp-1009820,Sn1 C1
mp-1009829,Be2 Si1
mp-1009831,Ta1 N1
mp-10125,Sb1 Ir1
mp-1012551,Ba1 Br1 Cl1
mp-1012640,Cr1 Fe1 Co1 Ni1
mp-1013528,Ba3 N2
mp-1013540,Ca3 P1 N1
mp-10136,Ti2 Re1 B2
mp-1016820,Mg1 Sn1 O3
mp-1016846,Ti1 Cd1 O3
mp-1016849,Cd1 Ru1 O3
mp-1016851,Hg1 Ru1 O3
mp-1016883,Zr1 Zn1 O3
mp-1017000,Mg1 Zr1 O3
mp-1017626,Li1 Ca1 F3
mp-1018062,Fe1 Sn1 Rh2
mp-1018080,Cr1 Co2 Bi1
mp-10181,Li1 Si1 Ni2
mp-1018134,Li1
mp-1019054,Re1 C2
mp-1019259,Sr1 Sn1 Hg1
mp-1020,Ta1 Rh3
mp-1020019,Li2 P1 N1 O2
mp-10201,Ge2 Mo1
mp-10208,Ni1 Mo1 P2
mp-10212,Sc1 Ge2
mp-1021431,Cs1 Na1 I1 Cl1
mp-1023129,K1 Cu1 Cl3
mp-1025150,Cu2 W1 Se4
mp-1025191,Sc1 Ga5 Ni1
